year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1966,Literature,The Nobel Prize in Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength",1/2,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,female,,,,1970-05-12,Stockholm,Sweden
1966,Literature,The Nobel Prize in Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,1/2,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz,Austria-Hungary,male,,,,1970-02-17,Rehovot,Israel
1966,Physics,The Nobel Prize in Physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,1,87,Individual,Alfred Kastler,1902-05-03,Guebwiller,Germany,male,École Normale Supérieure,Paris,France,1984-01-07,Bandol,France
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer,1/2,384,Individual,Charles Brenton Huggins,1901-09-22,"Halifax, Nova Scotia",Canada,male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",USA,1997-01-12,"Chicago, IL",USA
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discovery of tumour-inducing viruses,1/2,383,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",USA,male,Rockefeller University,"New York, NY",USA,1970-02-16,"New York, NY",USA
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1/4,235,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,male,Royal Institution of Great Britain,London,United Kingdom,2002-08-31,Canterbury,United Kingdom
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1/2,233,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,2019-02-06,Göttingen,Germany
1967,Chemistry,The Nobel Prize in Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",1/4,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,male,Institute of Physical Chemistry,Cambridge,United Kingdom,1978-06-07,Cambridge,United Kingdom
1967,Literature,The Nobel Prize in Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",1,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,male,,,,1974-06-09,Madrid,Spain
1967,Physics,The Nobel Prize in Physics,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",1,88,Individual,Hans Albrecht Bethe,1906-07-02,Strasbourg,Germany,male,Cornell University,"Ithaca, NY",USA,2005-03-06,"Ithaca, NY",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,1/3,387,Individual,George Wald,1906-11-18,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,1997-04-12,"Cambridge, MA",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,1/3,386,Individual,Haldan Keffer Hartline,1903-12-22,"Bloomsburg, PA",USA,male,Rockefeller University,"New York, NY",USA,1983-03-17,"Fallston, MD",USA
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,1/3,385,Individual,Ragnar Granit,1900-10-30,Helsinki,Russian Empire,male,Karolinska Institutet,Stockholm,Sweden,1991-03-12,Stockholm,Sweden
1968,Chemistry,The Nobel Prize in Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",1,236,Individual,Lars Onsager,1903-11-27,Kristiania,Norway,male,Yale University,"New Haven, CT",USA,1976-10-05,"Coral Gables, FL",USA
1968,Literature,The Nobel Prize in Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,male,,,,1972-04-16,Zushi,Japan
1968,Peace,The Nobel Peace Prize,for his struggle to ensure the rights of man as stipulated in the UN Declaration,1,526,Individual,René Cassin,1887-10-05,Bayonne,France,male,,,,1976-02-20,Paris,France
1968,Physics,The Nobel Prize in Physics,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",1,89,Individual,Luis Walter Alvarez,1911-06-13,"San Francisco, CA",USA,male,University of California,"Berkeley, CA",USA,1988-09-01,"Berkeley, CA",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1/3,389,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,male,University of Wisconsin,"Madison, WI",USA,2011-11-09,"Concord, MA",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1/3,390,Individual,Marshall W. Nirenberg,1927-04-10,"New York, NY",USA,male,National Institutes of Health,"Bethesda, MD",USA,2010-01-15,"New York, NY",USA
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,1/3,388,Individual,Robert W. Holley,1922-01-28,"Urbana, IL",USA,male,Cornell University,"Ithaca, NY",USA,1993-02-11,"Los Gatos, CA",USA
1969,Chemistry,The Nobel Prize in Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,1/2,237,Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,male,Imperial College,London,United Kingdom,1998-03-16,"College Station, TX",USA
1969,Chemistry,The Nobel Prize in Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,1/2,238,Individual,Odd Hassel,1897-05-17,Kristiania,Norway,male,University of Oslo,Oslo,Norway,1981-05-11,Oslo,Norway
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having developed and applied dynamic models for the analysis of economic processes,1/2,678,Individual,Jan Tinbergen,1903-04-12,the Hague,the Netherlands,male,The Netherlands School of Economics,Rotterdam,the Netherlands,1994-06-09,the Hague,the Netherlands
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for having developed and applied dynamic models for the analysis of economic processes,1/2,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,male,University of Oslo,Oslo,Norway,1973-01-31,Oslo,Norway
1969,Literature,The Nobel Prize in Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",1,643,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,male,,,,1989-12-22,Paris,France
1969,Peace,The Nobel Peace Prize,for creating international legislation insuring certain norms for working conditions in every country,1,527,Organization,International Labour Organization,1919-01-01,Geneva,Switzerland,,,,,,,
1969,Physics,The Nobel Prize in Physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,1,90,Individual,Murray Gell-Mann,1929-09-15,"New York, NY",USA,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,2019-05-24,"Santa Fe, NM",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,392,Individual,Alfred D. Hershey,1908-12-04,"Owosso, MI",USA,male,Carnegie Institution of Washington,"Long Island, New York, NY",USA,1997-05-22,"Syosset, NY",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,391,Individual,Max Delbrück,1906-09-04,Berlin,Germany,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,1981-03-09,"Pasadena, CA",USA
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,1/3,393,Individual,Salvador E. Luria,1912-08-13,Turin,Italy,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,1991-02-06,"Lexington, MA",USA
1970,Chemistry,The Nobel Prize in Chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,1,239,Individual,Luis F. Leloir,1906-09-06,Paris,France,male,Institute for Biochemical Research,Buenos Aires,Argentina,1987-12-02,Buenos Aires,Argentina
1970,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,1,679,Individual,Paul A. Samuelson,1915-05-15,"Gary, IN",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,2009-12-13,"Belmont, MA",USA
1970,Literature,The Nobel Prize in Literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,1,644,Individual,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Kislovodsk,Russia,male,,,,2008-08-03,Troitse-Lykovo,Russia
1970,Peace,The Nobel Peace Prize,for having given a well-founded hope - the green revolution,1,528,Individual,Norman Ernest Borlaug,1914-03-25,"Cresco, IA",USA,male,,,,2009-09-12,"Dallas, TX",USA
1970,Physics,The Nobel Prize in Physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,1/2,91,Individual,Hannes Olof Gösta Alfvén,1908-05-30,Norrköping,Sweden,male,Royal Institute of Technology,Stockholm,Sweden,1995-04-02,Djursholm,Sweden
1970,Physics,The Nobel Prize in Physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,1/2,92,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,male,University of Grenoble,Grenoble,France,2000-11-17,Brive-Corrèze,France
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",1/3,396,Individual,Julius Axelrod,1912-05-30,"New York, NY",USA,male,National Institutes of Health,"Bethesda, MD",USA,2004-12-29,"Rockville, MD",USA
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",1/3,394,Individual,Sir Bernard Katz,1911-03-26,Leipzig,Germany,male,University College,London,United Kingdom,2003-04-20,London,United Kingdom
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",1/3,395,Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,male,Karolinska Institutet,Stockholm,Sweden,1983-03-09,Stockholm,Sweden
1971,Chemistry,The Nobel Prize in Chemistry,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,male,National Research Council of Canada,Ottawa,Canada,1999-03-03,Ottawa,Canada
1971,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire,male,Harvard University,"Cambridge, MA",USA,1985-07-08,"Cambridge, MA",USA
1971,Literature,The Nobel Prize in Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,male,,,,1973-09-23,Santiago,Chile
1971,Peace,The Nobel Peace Prize,for paving the way for a meaningful dialogue between East and West,1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,male,,,,1992-10-08,Unkel,Germany
1971,Physics,The Nobel Prize in Physics,for his invention and development of the holographic method,1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,male,Imperial College,London,United Kingdom,1979-02-08,London,United Kingdom
1971,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones,1,397,Individual,"Earl W. Sutherland, Jr.",1915-11-19,"Burlingame, KS",USA,male,Vanderbilt University,"Nashville, TN",USA,1974-03-09,"Miami, FL",USA
1972,Chemistry,The Nobel Prize in Chemistry,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation",1/2,241,Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",USA,male,National Institutes of Health,"Bethesda, MD",USA,1995-05-14,"Randallstown, MD",USA
1972,Chemistry,The Nobel Prize in Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,1/4,242,Individual,Stanford Moore,1913-09-04,"Chicago, IL",USA,male,Rockefeller University,"New York, NY",USA,1982-08-23,"New York, NY",USA
